Verified,Performance Title,Performance title in Japanese,Date,Time,Venue concatenated,Venue address,Latitude,Longtitude,Venue capacity,Genres concatenated,Performance types concatenated,"English name of performing troupes, performers concatenated","Kanji name of performing troupes, performers concatenated",Organizers/Sponsors concatenated,Org/Spon type 1,Organizers concatenated,org/spon type 2,Sponsors concatenated,org/spon type 3,Festival
#NAME?,Kinoshita Circus (Grand Gala Premiere Performance),,1957-01-29,21:30,Great World Amusement Park,,,,,Circus,Others,Kinoshita Circus,,,,,,,,
#NAME?,Kinoshita Circus,,1957-01-30,19:00,Great World Amusement Park,,,,,Circus,Others,Kinoshita Circus,,,,,,,,
#NAME?,Kinoshita Circus,,1957-01-30,21:30,Great World Amusement Park,,,,,Circus,Others,Kinoshita Circus,,,,,,,,
#NAME?,Shochiku Revue,,1958-01-17,21:30,Majestic Theatre,,,,,Musical,Theatre,Shochiku Revue,?????,,,,,,,
#NAME?,Dance performance by Hidemi Hanayagi,,1960-12-07,,"Cornwall Gardens, Residence of Japanese Consul-General Kensaku Maeda",,,,,Nihon buyo,Dance,Hidemi Hanayagi,,Japanese Consul-General Kensaku Maeda,,,,,,
#NAME?,Dance performance by Hidemi Hanayagi,,1960-12-08,,"Cornwall Gardens, Residence of Japanese Consul-General Kensaku Maeda",,,,,Nihon buyo,Dance,Hidemi Hanayagi,,Japanese Consul-General Kensaku Maeda,,,,,,
#NAME?,Dance performance by Hidemi Hanayagi,,1960-12-12,,Japan Club,,,,,Nihon buyo,Dance,Hidemi Hanayagi,,Japanese Consul-General Kensaku Maeda,,,,,,
#NAME?,Opera recital by Kiyoko Ohtani,,1962-02-16,Evening,Victoria Memorial Hall,,1.288367,103.851667,,Contemporary music,Concert,Kiyoko Ohtani; Lee Kum Sing (piano),,Impresarios Association of the Far East,,,,Impresarios Association of the Far East,,
#NAME?,Concert by Japan Broadcasting Corporation Symphony Orchestra,,1962-10-05,20:45,Singapore Badminton Stadium,,1.3099084,103.8818419,,Classical music; Contemporary music,Concert,Japan Broadcasting Corporation Symphony Orchestra; Yoshio Unno (violin); Ozawa Seiji (conductor),,Goh Soon Tioe; Impresarios Association of the Far East,,,,,,
#NAME?,Concert by Japan Broadcasting Corporation Symphony Orchestra,,1962-10-06,18:15,Singapore Badminton Stadium,,1.3099084,103.8818419,,Classical music; Contemporary music,Concert,Japan Broadcasting Corporation Symphony Orchestra; Yoshio Unno (violin); Ozawa Seiji (conductor),,Goh Soon Tioe; Impresarios Association of the Far East,,,,,,
#NAME?,Xylophone concert by Yoichi Hiraoka,,1963-06-16,Evening,Victoria Theatre & Concert Hall,,1.288367,103.851667,,Contemporary music,Concert,Yoichi Hiraoka,,,,,,,,
#NAME?,Xylophone concert by Yoichi Hiraoka,,1963-06-17,Evening,Victoria Theatre & Concert Hall,,1.288367,103.851667,,Contemporary music,Concert,Yoichi Hiraoka,,,,,,,,
#NAME?,Piano recital by Azusa Fujita Teng,,1965-03-08,Evening,Cultural Centre (Fort Canning),,1.29521,103.84677,,Contemporary music,Concert,Azusa Fujita Teng,,,,,,Rotary Club of Singapore West,,
#NAME?,Okamura Takao solo concert,????,1966-07-24,20:45,Singapore Conference Hall,,1.276165,103.84903,,Choir,Concert,Okamura Taka,????,Singapore Musical Society,,,,,,
#NAME?,Kirino Yoshifumi electric organ solo concert,????,1966-11-20,15:30,Cultural Centre (Fort Canning),,1.295369,103.84667,,Classical music; Contemporary music,Concert,Kirino Yoshifumi,????,"Yamaha Music (Asia) Pte. Ltd.; The Music Society, Singapore (SGMUSO)",,Yamaha Music (Asia) Pte. Ltd.,,,,
#NAME?,Night of the Cherry Blossom: Japanese Cultural variety show,,1966-11-27,20:00,National Theatre,,1.292954,103.844164,,Folk dance; Minyo; Nihon buyo,Others,Japanese cultural performance troupe led by Hanayagi Hiroyuki,????,Embassy of Japan in Singapore; National Theatre Trust; Ministry of Foreign Affairs (MFA),,,,,,
#NAME?,Night of the Cherry Blossom: Japanese Cultural variety show,,1966-11-28,20:00,National Theatre,,,103.844164,,Folk dance; Minyo; Nihon buyo,Others,Japanese cultural performance troupe led by Hanayagi Hiroyuki,,Embassy of Japan in Singapore; National Theatre Trust; Ministry of Foreign Affairs (MFA),,,,,,
#NAME?,Night of the Cherry Blossom: Japanese Cultural variety show,,1966-11-29,20:00,National Theatre,,1.292954,103.844164,,Folk dance; Minyo; Nihon buyo,Others,Japanese cultural performance troupe led by Hanayagi Hiroyuki,,Embassy of Japan in Singapore; National Theatre Trust; Ministry of Foreign Affairs (MFA),,,,,,
#NAME?,Paul Makanowitzky violin solo concert,,1967-04-29,20:45,Victoria Theatre & Concert Hall,,1.28834,103.851652,,Classical music,Concert,Tokumaru Sachiko,????,,,,,,,
#NAME?,Kirino Yoshifumi electric organ charity solo concert,,1967-06-04,20:30,Bukit Club House,,1.341669,103.810929,,Classical music; Folk music; Contemporary music; Jazz,Concert,Kirino Yoshifumi,????,Singapore Association for the Blind (renamed Singapore Association of the Visually Handicapped in 1987),,,,,,
#NAME?,Kirino Yoshifumi electric organ solo concert,,1967-05-27,20:00,Singapore Conference Hall,,1.276165,103.84903,,Classical music; Folk music; Contemporary music; Jazz,Concert,Kirino Yoshifumi,????,Yamaha Music (Asia) Pte. Ltd.,,,,,,
#NAME?,Night of the Cherry Blossom: Variety show by Takarazuka Revue,,1968-05-09,,National Theatre,,1.292954,103.844164,,Nihon buyo; Contemporary dance,Others,Takarazuka Revue,,Japan Airlines (JAL); National Theatre Trust,,,,,,
#NAME?,Traditional Japanese dance performed by the Japan Traditional Dance Troupe,,1970-07-01,20:30,National Theatre,,1.292954,103.844164,,Folk dance; Minyo,Dance,Japan Traditional Dance Troupe,???????; ??????? (CH)?,"The Japanese Cultural Society, Singapore (JCS); National Theatre Trust; Embassy of Japan in Singapore",,"The Japanese Cultural Society, Singapore (JCS)",,,,
#NAME?,Traditional Japanese dance performed by the Japan Traditional Dance Troupe,,1970-07-02,20:30,National Theatre,,1.292954,103.844164,,Folk dance; Minyo,Dance,Japan Traditional Dance Troupe,???????; ??????? (CH)?,"The Japanese Cultural Society, Singapore (JCS); National Theatre Trust; Embassy of Japan in Singapore",,"The Japanese Cultural Society, Singapore (JCS)",,,,
#NAME?,Traditional Japanese dance performed by the Japan Traditional Dance Troupe,,1970-07-03,18:30,National Theatre,,1.292954,103.844164,,Folk dance; Minyo,Dance,Japan Traditional Dance Troupe,???????; ??????? (CH)?,"The Japanese Cultural Society, Singapore (JCS); National Theatre Trust; Embassy of Japan in Singapore",,"The Japanese Cultural Society, Singapore (JCS)",,,,
#NAME?,Japanese folk dance performance,,1970-05-01,Evening,National Theatre,,1.292954,103.844164,,Folk dance; Minyo,Dance,Japanese Folklore Dance Company,,National Theatre Trust,,,,,,
#NAME?,Japanese folk dance performance,,1970-05-02,Evening,National Theatre,,1.292954,103.844164,,Folk dance; Minyo,Dance,Japanese Folklore Dance Company,,National Theatre Trust,,,,,,
#NAME?,Japanese folk dance performance,,1970-05-03,Evening,National Theatre,,1.292954,103.844164,,Folk dance; Minyo,Dance,Japanese Folklore Dance Company,,National Theatre Trust,,,,,,
#NAME?,Okamura Takao solo concert,,1970-10-30,20:45,Singapore Conference Hall,,1.276165,103.84903,,Choir,Concert,Okakura Takao,????,Singapore Musical Society,,,,,,
#NAME?,Traditional Japanese music recital,,1971-12-07,19:00-22:00,Singapore Conference Hall,,1.276165,103.84903,,Traditional music,Concert,,,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; International Ikebana Association; National Theatre Trust",,,,,,
#NAME?,Variety show performance by Sh?chiku Revue,,1971-12-08,Evening,National Theatre,,1.292954,103.844164,,Nihon buyo; Folk dance; Contemporary dance; Contemporary music,Others,Sh?chiku Revue,,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; International Ikebana Association; National Theatre Trust",,,,,,
#NAME?,Traditional Japanese music recital,,1971-12-08,19:00-22:00,Singapore Conference Hall,,1.276165,103.84903,,Traditional music,Concert,,,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; International Ikebana Association; National Theatre Trust",,,,,,
#NAME?,Variety show performance by Sh?chiku Revue,,1971-12-09,Evening,National Theatre,,1.292954,103.844164,,Nihon buyo; Folk dance; Contemporary dance; Contemporary music,Others,Sh?chiku Revue,,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; International Ikebana Association; National Theatre Trust",,,,,,
#NAME?,Variety show performance by Sh?chiku Revue,,1971-12-10,Evening,National Theatre,,1.292954,103.844164,,Nihon buyo; Folk dance; Contemporary dance; Contemporary music,Others,Sh?chiku Revue,,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; International Ikebana Association; National Theatre Trust",,,,,,
#NAME?,"Violin recital by Yanagita Masako, accompanied by Lee Kum Sing on the piano",,1971-01-22,Evening,Victoria Theatre & Concert Hall,,1.288367,103.851667,,Contemporary music,Concert,Masako Yanagita,,Singapore Musical Society,,,,,,
#NAME?,Violin recital by Kobayashi Takeshi,,1972-12-04,Evening,Singapore Conference Hall,,1.276165,103.84903,,Contemporary music,Concert,Kobayashi Takeshi,,Embassy of Japan in Singapore,,,,,,
#NAME?,Ballet performance by Memorial Tokyo Ballet Company,,1972-11-01,20:30,National Theatre,,1.292954,103.844164,,Ballet,Dance,Tchaikovsky Memorial Tokyo Ballet Company,,National Theatre Trust; Embassy of Japan in Singapore; National Theatre Trust,,,,Sanyo of Singapore; Japan Airlines (JAL),,
#NAME?,Ballet performance by Memorial Tokyo Ballet Company,,1972-11-02,20:30,National Theatre,,1.292954,103.844164,,Ballet,Dance,Tchaikovsky Memorial Tokyo Ballet Company,,National Theatre Trust; Embassy of Japan in Singapore; National Theatre Trust,,,,Sanyo of Singapore; Japan Airlines (JAL),,
#NAME?,Ballet performance by Memorial Tokyo Ballet Company,,1972-10-31,20:30,National Theatre,,1.292954,103.844164,,Ballet,Dance,Tchaikovsky Memorial Tokyo Ballet Company,,National Theatre Trust; Embassy of Japan in Singapore; National Theatre Trust,,,,Sanyo of Singapore; Japan Airlines (JAL),,
#NAME?,Dance performance by Folklorico Dancers,,1973-04-09,Evening,National Theatre,,1.292954,103.844164,,Nihon buyo; Folk dance; Minyo,Dance,Folklorico Dancers,,,,,,,,
#NAME?,Variety show performance by Takarazuka Revue,,1973-12-08,20:30,National Theatre,,1.292954,103.844164,,Nihon buyo; Contemporary dance; Contemporary music,Others,Takarazuka Revue,,"The Japanese Cultural Society, Singapore (JCS); National Theatre Trust; Embassy of Japan in Singapore",,,,,,
#NAME?,Variety show performance by Takarazuka Revue,,1973-12-09,20:30,National Theatre,,1.292954,103.844164,,Nihon buyo; Contemporary dance; Contemporary music,Others,Takarazuka Revue,,"The Japanese Cultural Society, Singapore (JCS); National Theatre Trust; Embassy of Japan in Singapore",,,,,,
#NAME?,Variety show performance by Takarazuka Revue,,1973-12-10,20:30,National Theatre,,1.292954,103.844164,,Nihon buyo; Contemporary dance; Contemporary music,Others,Takarazuka Revue,,"The Japanese Cultural Society, Singapore (JCS); National Theatre Trust; Embassy of Japan in Singapore",,,,,,
#NAME?,Violin recital by Kobayashi Takeshi,,1973-07-03,Evening,Victoria Theatre & Concert Hall,,1.28834,103.851652,,Contemporary music,Concert,Takeshi Kobayashi,,"Singapore Musical Society; Young Musicians' Society (YMS); The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,Classical music performance by Tokyo Philharmonic Orchestra,,1973-09-12,Evening,National Theatre,,1.292954,103.844164,,Contemporary music,Concert,Tokyo Philharmonic Orchestra,,National Theatre Trust; Embassy of Japan in Singapore,,,,,,
#NAME?,Classical music performance by Tokyo Philharmonic Orchestra,,1973-09-13,Evening,National Theatre,,1.292954,103.844164,,Contemporary music,Concert,Tokyo Philharmonic Orchestra,,National Theatre Trust; Embassy of Japan in Singapore,,,,,,
#NAME?,Ballet performance by Tokyo Ballet Piccolo,,1974-08-10,Evening,National Theatre,,1.292954,103.844164,,Ballet,Dance,Tokyo Ballet Piccolo,,National Theatre Trust,,,,,,
#NAME?,Ballet performance by Tokyo Ballet Piccolo,,1974-08-11,Evening,National Theatre,,1.292954,103.844164,,Ballet,Dance,Tokyo Ballet Piccolo,,National Theatre Trust,,,,,,
#NAME?,Taiko performance in by Osuwa Daiko in Guyue Yingchun (????) Chinese New Year variety show,,1974-01-25,20:30,National Theatre,,1.292954,103.844164,,Traditional music,Concert,Osuwa Daiko,?????,National Theatre Trust,,,,,,
#NAME?,Taiko performance in by Osuwa Daiko in Guyue Yingchun (????) Chinese New Year variety show,,1974-01-26,20:30,National Theatre,,1.292954,103.844164,,Traditional music,Concert,Osuwa Daiko,?????,National Theatre Trust,,,,,,
#NAME?,Kobayashi Takeshi - Violin Recital,,1974-11-23,Evening,DBS Auditorium,,1.27698,103.8484,,Contemporary music,Concert,Kobayashi Takeshi,,National Theatre Trust,,,,,,
#NAME?,Traditional Japanese music performance by Shinichi Yuize Ensemble,,1975-08-11,20:30,Singapore Conference Hall,,1.276165,103.84903,,Traditional music,Concert,Shinichi Yuize Ensemble,,National Theatre Trust; Embassy of Japan in Singapore; Asian Composers League (ACL),,,,,,
#NAME?,Brass band performance by Tenri High School Brass Band (Outdoor performance),,1975-07-06,Evening,Chinese Garden,,1.33627,103.73096,,Contemporary music,Concert,Tenri High School Brass Band,,National Theatre Trust; Embassy of Japan in Singapore,,,,,,
#NAME?,Brass band performance by Tenri High School Brass Band,,1975-07-07,Evening,National Theatre,,1.292954,103.844164,,Contemporary music,Concert,Tenri High School Brass Band,,National Theatre Trust,,,,,,
#NAME?,Brass band performance by Tenri High School Brass Band,,1975-07-07,19:30,National Theatre,,1.292954,103.844164,,Contemporary music,Concert,Tenri High School Brass Band,,National Theatre Trust; Embassy of Japan in Singapore,,,,,,
#NAME?,Tokyo Tokk Ensemble,,1975-11-25,20:30,Singapore Conference Hall,,1.276165,103.84903,,Contemporary music; Contemporary dance; Traditional music,Concert,Tokyo Tokk Ensemble,,National Theatre Trust,,,,,,
#NAME?,Tokyo Tokk Ensemble,,1975-11-26,20:30,Singapore Conference Hall,,1.276165,103.84903,,Contemporary music; Contemporary dance; Traditional music,Concert,Tokyo Tokk Ensemble,,National Theatre Trust,,,,,,
#NAME?,Tokyo Ballet Piccolo,,1976-08-07,20:00,National Theatre,,1.292954,103.844164,,Ballet,Dance,Tokyo Ballet Piccolo,,National Theatre Trust,,,,,,
#NAME?,Tokyo Ballet Piccolo,,1976-08-08,20:00,National Theatre,,1.292954,103.844164,,Ballet,Dance,Tokyo Ballet Piccolo,,National Theatre Trust,,,,,,
#NAME?,Puppet show by Hoppy Puppet Theatre,,1976-08-29,All-day,Cultural Centre (Fort Canning),,1.29521,103.84677,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,Puppet show by Hoppy Puppet Theatre,,1976-08-29,All-day,Red Cross House,,1.29727,103.84449,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,Suzuron Festival,,1976-07-01,Evening,"Shangri-La Hotel, Singapore, Island Ballroom",,1.311224,103.826788,,Nihon buyo; Folk dance; Contemporary music,Others,Hanayagi Dance Academy; Mayuzumi Jun (singer),,"Shangri-La Hotel, Singapore; Cathay Pacific Airways",,,,,,
#NAME?,Suzuron Festival,,1976-07-02,Evening,"Shangri-La Hotel, Singapore, Island Ballroom",,1.311224,103.826788,,Nihon buyo; Folk dance; Contemporary music,Others,Hanayagi Dance Academy; Jun Mayuzumi (singer),,"Shangri-La Hotel, Singapore; Cathay Pacific Airways",,,,,,
#NAME?,Suzuron Festival,,1976-07-03,Evening,"Shangri-La Hotel, Singapore, Island Ballroom",,1.311224,103.826788,,Nihon buyo; Folk dance; Contemporary music,Others,Hanayagi Dance Academy; Mayuzumi Jun (singer),,"Shangri-La Hotel, Singapore; Cathay Pacific Airways",,,,,,
#NAME?,Daito Bunka University Band,,1976-09-04,20:30,National Theatre,,1.292954,103.844164,,Contemporary music,Concert,Daito Bunka University Band,,Cathay Pacific Airways; National Theatre Trust,,,,,,
#NAME?,6th Japanese Cultural Festival: Nihon Buyo and Koto performance,,1976-09-13,Evening,National Theatre,,1.292954,103.844164,,Nihon buyo; Traditional music,Others,Japan Cultural Goodwill Mission (under World Cultural Centre of Japan),,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,Puppet show by Hoppy Puppet Theatre,,1977-08-25,Evening,National Theatre,,1.292954,103.844164,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,"The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,Puppet show by Hoppy Puppet Theatre,,1977-08-26,Daytime,The Japanese School Singapore,,1.30052,103.76884,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,"The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,Puppet show by Hoppy Puppet Theatre,,1977-08-27,All-day,Chong Hock Girls' School,,1.28073,103.84748,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,"The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,Puppet show by Hoppy Puppet Theatre,,1977-08-27,All-day,Children's Convalescent Home of Sembawang,,1.45244,103.78876,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,"The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,Electone Fantasy by Saito Hidemi jointly presented with Yamaha Music School,,1977-12-07,Evening,National Theatre,,1.292954,103.844164,,Contemporary music,Concert,Hidemi Saito; Yamaha Music School students,,National Theatre Trust; Yamaha,,,,,,
#NAME?,Nihon Buyo performance,,1977-03-11,20:00,Hotel Equatorial,,1.3203,103.8248,,Nihon buyo; Contemporary dance,Dance,Japanese Dance and Cultural Group,????????? (from Chinese newspaper),ABC Travel Agency,,,,,,
#NAME?,Japanese Culture Night,,1977-03-15,20:00,National Theatre,,1.292954,103.844164,,Traditional music; Contemporary music; Nihon buyo,Others,Japanese Cultural Goodwill Mission (Music); Hanayagi Kakujiro (Hanayagi School of Dancing); Kurahashi Fumiko (Sado),,,,,,,,
#NAME?,Guitar Serenade by Nakabayashi Atsumasa,,1977-10-07,Evening,DBS Auditorium,,1.27698,103.8484,,Contemporary music,Concert,Atsumasa Nakabayashi,,,,,,,,
#NAME?,The Matsumoto Ballet Company from Japan,,1977-09-02,20:00,National Theatre,,1.292954,103.844164,,Ballet,Dance,Matsumoto Ballet Company,,"The Japanese Cultural Society, Singapore (JCS); National Theatre Trust",,,,,,
#NAME?,Nihon Buyo performance by Shosen Fujiogi Dance Troupe,,1977-09-04,10:00,National Theatre,,1.292954,103.844164,,Ballet,Dance,Matsumoto Michiko Ballet Company (Japan); National Theatre Trust Ballet Group (Singapore),,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,Nihon Buyo performance by Shosen Fujiogi Dance Troupe,,1977-09-11,20:00,National Theatre,,1.292954,103.844164,,Nihon buyo,Dance,Shosen Fujiogi Dance Troupe,,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,8th Japanese Cultural Festival: Gagaku concert,,1978-08-07,Evening,"Public Utilities Board (PUB), Auditorium",,1.3002,103.83731,,Gagaku,Concert,"Gagaku Department, Tenri University",,"The Japanese Cultural Society, Singapore (JCS); Tenrikyo Association (Singapore)",,,,,,
#NAME?,Puppet show by Hoppy Puppet Theatre,,1978-08-25,Daytime,Pei Chun Public School,,1.33733,103.85563,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,,,,,,,
#NAME?,Jazz of Japan,,1978-01-21,20:30,Victoria Theatre & Concert Hall,,1.288367,103.851667,,Jazz,Concert,Nobuo Hara and his Sharps & Flats,,National Theatre Trust; The Japan Foundation; Embassy of Japan in Singapore,,,,,,
#NAME?,Jazz of Japan,,1978-01-22,20:30,Victoria Theatre & Concert Hall,,1.288367,103.851667,,Jazz,Concert,Nobuo Hara and his Sharps & Flats,,National Theatre Trust; The Japan Foundation; Embassy of Japan in Singapore,,,,,,
#NAME?,Choral concert by Kwansei Gakuin Glee Club,,1978-07-29,13:00,National University of Singapore (NUS),,1.3189081,103.817132,,Choir; Contemporary music,Concert,Kwansei Gakuin Glee Club,,National University of Singapore (NUS),,,,,,
#NAME?,Choral concert by Kwansei Gakuin Glee Club,,1978-07-29,19:30,"Public Utilities Board (PUB), Auditorium",,1.3002,103.83731,,Choir; Contemporary music,Concert,Kwansei Gakuin Glee Club,,National University of Singapore (NUS),,,,,,
#NAME?,Choral performance by Kwansei Gakuin Glee Club,,1978-07-30,19:00,Wesley Methodist Church,,1.29706,103.8475,,Choir; Contemporary music,Concert,Kwansei Gakuin Glee Club,,National University of Singapore (NUS),,,,,,
#NAME?,Quartet Vocal of Japan by the Duke Aces,,1978-06-24,20:30,DBS Auditorium,,1.27698,103.8484,,Jazz,Concert,The Duke Aces; Kataoka Yasuhiko,,National Theatre Trust,,,,,,
#NAME?,Quartet Vocal of Japan by the Duke Aces,,1978-06-25,20:30,DBS Auditorium,,1.27698,103.8484,,Jazz,Concert,The Duke Aces; Kataoka Yasuhiko,,National Theatre Trust,,,,,,
#NAME?,8th Japanese Cultural Festival Opening Night: Folk dance and song performance by Kasuga Kotobuki Folk Dance Troupe,,1978-09-01,20:00,National Theatre,,1.292954,103.844164,,Folk dance; Minyo,Others,Kasuga Kotobuki Folk Dance Troupe (Kyushu),,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,Performance by Hayashi Sumiko Sorinkai (Tokyo),,1978-09-11,20:30,Victoria Theatre & Concert Hall,,1.288367,103.851667,,Traditional music,Others,Hayashi Sumiko Sorinkai troupe (Tokyo),,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,Folk dance and singing performance by Shizuoka Folk Dance group,,1979-08-10,Evening,"Plaza Singapura, Concourse",,1.300748,103.845048,,Minyo; Folk dance,Others,Shizuoka Folk Dance group,,Tigress Pte Ltd Singapore,,,,,,
#NAME?,Folk dance and choral performance by Shizuoka Folk Dance group,,1979-08-10,Evening,Plaza Singapura,,1.300748,103.845048,,Minyo; Folk dance,Others,Shizuoka Folk Dance group,,Tigress Pte Ltd Singapore,,,,,,
#NAME?,Folk dance and choral performance by Shizuoka Folk Dance group,,1979-08-11,15:00,Mitsukoshi Garden,,1.300748,103.845048,,Minyo; Folk dance,Others,Shizuoka Folk Dance group,,Tigress Pte Ltd Singapore,,,,,,
#NAME?,9th Japanese Cultural Festival Opening Night: Variety show,,1979-08-23,20:00,National Theatre,,1.292954,103.844164,,Choir; Minyo; Folk dance,Others,Shimada Honen Folk Dance Troupe (Japan); Japan Association's Ladies Chorus (Singapore); JCSS Choir(Singapore); JCSS Dance (Singapore),,"The Japanese Cultural Society, Singapore (JCS); The Japan Foundation; Embassy of Japan in Singapore; NHK; Hoso Bunka Foundation, Inc. (HBF); National Theatre Trust; The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,Classical music performance by NHK Symphonic Orchestra,,1979-08-28,20:30,National Theatre,,1.292954,103.844164,,Classical music,Concert,NHK Symphonic Orchestra,,"The Japanese Cultural Society, Singapore (JCS); The Japan Foundation; Embassy of Japan in Singapore; NHK; Hoso Bunka Foundation, Inc. (HBF); National Theatre Trust; The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,Classical music performance by NHK Symphonic Orchestra,,1979-08-29,20:30,National Theatre,,1.292954,103.844164,,Classical music,Concert,NHK Symphonic Orchestra,,,,,,,,
#NAME?,Classical music performance by Kwansei Gakuin University Symphonic Band,,1979-07-29,20:30,National Theatre,,1.292954,103.844164,,Contemporary music,Concert,Kwansei Gakuin University Symphonic Band,,National Theatre Trust; Embassy of Japan in Singapore,,,,,,
#NAME?,Classical music performance by Amadeus Chamber Orchestra (Tokyo),,1979-03-20,20:30,Singapore Conference Hall,,1.276115,103.849038,,Contemporary music,Concert,Amadeus Chamber Orchestra (Tokyo),,"The Japanese Cultural Society, Singapore (JCS); National Theatre Trust",,,,,,
