Verified,Performance Title,Performance title in Japanese,Date,Time,Venue concatenated,Venue address,Latitude,Longtitude,Venue capacity,Genres concatenated,Performance types concatenated,"English name of performing troupes, performers concatenated","Kanji name of performing troupes, performers concatenated",Organizers/Sponsors concatenated,Org/Spon type 1,Organizers concatenated,org/spon type 2,Sponsors concatenated,org/spon type 3,Festival
,The Orange Playground Lab #1: Workshop by Hanchu-Yuei,,2016-04-16,,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Rd, Marine Parade Community Building, Singapore 449282",1.304972,103.909668,,Play,Workshop,Hanchu-Yuei - Yamamoto Suguru;  ;  ;  ;  ;  ;  ;  ;  ,,The Necessary Stage,,,,,, 
,Sandaime Richard,,2016-09-08,20:00- ,"Victoria Theatre & Concert Hall, Victoria Theatre","9 Empress Place,  ,  , Singapore 179556",1.28834,103.851652, ,Play,Theatre,Nakamura Kazutaro;  ;  ;  ;  ;  ;  ;  ;  , ;  ;  ,Arts House Limited (AHL);  ;  ;  ;  ,,Arts House Limited (AHL);  ;  ;  ;  ;  ;  ;  ;  ;  ,, ;  ;  ;  ,,Singapore International Festival of Arts (SIFA) (2012-present)
,Sandaime Richard,,2016-09-09,21:00- ,"Victoria Theatre & Concert Hall, Victoria Theatre","9 Empress Place,  ,  , Singapore 179556",1.28834,103.851652, ,Play,Theatre,Nakamura Kazutaro;  ;  ;  ;  ;  ;  ;  ;  , ;  ;  ,Arts House Limited (AHL);  ;  ;  ;  ,,Arts House Limited (AHL);  ;  ;  ;  ;  ;  ;  ;  ;  ,, ;  ;  ;  ,,Singapore International Festival of Arts (SIFA) (2012-present)
,Sandaime Richard,,2016-09-10,22:00- ,"Victoria Theatre & Concert Hall, Victoria Theatre","9 Empress Place,  ,  , Singapore 179556",1.28834,103.851652, ,Play,Theatre,Nakamura Kazutaro;  ;  ;  ;  ;  ;  ;  ;  , ;  ;  ,Arts House Limited (AHL);  ;  ;  ;  ,,Arts House Limited (AHL);  ;  ;  ;  ;  ;  ;  ;  ;  ,, ;  ;  ;  ,,Singapore International Festival of Arts (SIFA) (2012-present)
,The Heart of Japan,,2016-09-16, - ,The Star Vista,"1 Vista Exchange Green,  ,  , Singapore 138617",1.30697,103.78842, ,Traditional music; Nihon Buyo,Concert,Min-On Concert Association (Japan); NUS Symphony Orchestra; NUS Chinese Orchestra;  ;  ;  ;  ;  ;  , ;  ;  ,Min-On Concert Association; National University of Singapore (NUS);  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, ;  ;  ;  ,,Singapore International Festival of Arts (SIFA) (2012-present)
,The Heart of Japan,,2016-09-17,19:30- ,"National University of Singapore (NUS), UCC Theatre","50 Kent Ridge Cres,  ,  , Singapore 119279",1.301776,103.772112, ,Traditional music; Nihon Buyo,Concert,Min-On Concert Association (Japan); NUS Symphony Orchestra; NUS Chinese Orchestra;  ;  ;  ;  ;  ;  , ;  ;  ,Min-On Concert Association; National University of Singapore (NUS);  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, ;  ;  ;  ,,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
,The Heart of Japan,,2016-09-18, - ,"The Japanese Association, Singapore (JAS)","120 Adam Road,  ,  , Singapore 289899",1.33073,103.816112, ,Traditional music; Nihon Buyo,Concert,Min-On Concert Association (Japan); NUS Symphony Orchestra; NUS Chinese Orchestra;  ;  ;  ;  ;  ;  , ;  ;  ,Min-On Concert Association; National University of Singapore (NUS);  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, ;  ;  ;  ,,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
,The Heart of Japan,,2016-09-20,19:00- ,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive,  ,  , Singapore 38981",1.290205,103.855567, ,Traditional music; Nihon Buyo,Concert,Min-On Concert Association (Japan); NUS Symphony Orchestra; NUS Chinese Orchestra;  ;  ;  ;  ;  ;  , ;  ;  ,Min-On Concert Association; National University of Singapore (NUS);  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, ;  ;  ;  ,,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
,The Heart of Japan,,2016-09-20,20:15- ,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive,  ,  , Singapore 38981",1.290205,103.855567, ,Traditional music; Nihon Buyo,Concert,Min-On Concert Association (Japan); NUS Symphony Orchestra; NUS Chinese Orchestra;  ;  ;  ;  ;  ;  , ;  ;  ,Min-On Concert Association; National University of Singapore (NUS);  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, ;  ;  ;  ,,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
,SG-JP Music Mix 2016: SJ50 Special Edition,,2016-11-30,19:30- ,"Victoria Theatre & Concert Hall, Victoria Concert Hall","11 Empress Place,  ,  , Singapore 179558",1.288585,103.851778, ,Gagaku; Contemporary Music,Concert,T?gi Hideki; Sachiyo;  ;  ;  ;  ;  ;  , ;  ;  , ;  ;  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,,"Japanese Chamber of Commerce & Industry, Singapore (JCCI); Mitsubishi Electric; Bank of Tokyo-Mitsubishi UFG; Toyota Tsusho Asia Pacific Pte Ltd; Yakult; Kikkoman; Singapore Meidi-Ya Supermarket; Si Chuan Dou Hua Restaurant; All Nippon Airways (ANA); Orchard Hotel Singapore",,
,Speaking Drums,,2016-05-21,15:00- ,"Esplanade – Theatres on the Bay, Bay Room","1 Esplanade Drive,  ,  , Singapore 38981",1.290205,103.855567, ,Contemporary music,Workshop,Akira Kawasaki;  ;  ;  ;  ;  ;  ;  ;  , ;  ;  ,"Esplanade – Theatres on the Bay; Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation;  ",,Esplanade – Theatres on the Bay;  ;  ;  ;  ;  ;  ;  ;  ,,"Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation;  ;  ;  ;  ;  ;  ;  ",,Esplanade Presents | Super Japan - Japanese Festival of Arts
,Tokyo Jazz in Singapore,,2016-05-14,19:30- ,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive,  ,  , Singapore 38981",1.290205,103.855567, ,Jazz,Concert,fox capture plan; ADAM at; PRIMITIVE ART ORCHESTRA;  ;  ;  ;  ;  ;  , ;  ;  ,"Esplanade – Theatres on the Bay; Tokyo Jazz Festival; Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation",,Esplanade – Theatres on the Bay; Tokyo Jazz Festival;  ;  ;  ;  ;  ;  ;  ;  ,,"Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation;  ;  ;  ;  ;  ;  ;  ",,Esplanade Presents | Super Japan - Japanese Festival of Arts
,Tokyo Jazz in Singapore,,2016-05-15,19:30- ,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive,  ,  , Singapore 38981",1.290205,103.855567, ,Jazz,Concert,PRIMITIVE ART ORCHESTRA; fox capture plan; Schroeder-Headz;  ;  ;  ;  ;  ;  , ;  ;  ,"Esplanade – Theatres on the Bay; Tokyo Jazz Festival; Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation",,Esplanade – Theatres on the Bay; Tokyo Jazz Festival;  ;  ;  ;  ;  ;  ;  ;  ,,"Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation;  ;  ;  ;  ;  ;  ;  ",,Esplanade Presents | Super Japan - Japanese Festival of Arts
,Unclose,,2016-06-25,21:50,"Esplanade – Theatres on the Bay, Waterfront Carpark","2 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Rock,Concert,Unclose;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay;  ;  ;  ;  ,,,,Ebenex,,Esplanade Presents | Baybeats
,Hiromi – The Trio Project featuring Anthony Jackson & Simon Phillips [cancelled due to personal reasons],,2016-09-01,19:30- ,"Esplanade – Theatres on the Bay, Concert Hall","1 Esplanade Drive,  ,  , Singapore 38981",1.290205,103.855567, ,Jazz,Concert,Hiromi;  ;  ;  ;  ;  ;  ;  ;  , ;  ;  ,Esplanade – Theatres on the Bay;  ;  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,,Café 21; Viz Branz;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade Presents | Mosaic Music Series
,Himiko: Memories of the Sun Goddess,,2016-05-20,19:30,"Esplanade – Theatres on the Bay, Concert Hall","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Play,Theatre,Nakamura Kotaro (Kabuki actor); Kanno Yoshihiro (Conductor); Tsutsumi Tsuyoshi (Cello); Otani Yasuko (Violin);  ;  ;  ;  ;  ,,"The Esplanade Co Ltd (TECL); Suntory Hall; Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation; 3Top",,The Esplanade Co Ltd (TECL),,"Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation",,Esplanade Presents | Super Japan - Japanese Festival of Arts
,KODO & HIBIKIYA: Opening Taiko Concert,,2016-05-13,19:15,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Traditional music,Concert,KODO (JP); HIBIKIYA (SG);  ;  ;  ;  ;  ;  ;  ,,"The Esplanade Co Ltd (TECL); Suntory Hall; Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation; Canon; Softbank Telecom Singapore",,The Esplanade Co Ltd (TECL),,"Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation; Canon; Softbank Telecom Singapore",,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
,SJ50 Matsuri & Friendship Parade,,2016-10-29,Evening,Orchard Road,,,,,Nihon Buyo,Parade,Awa Odori dancers from Tokushima and Koenji;  ;  ;  ;  ;  ;  ;  ;  ,,"SJ50 Steering Committee (Embassy of Japan in Singapore); The Japanese Association, Singapore (JAS); Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; Japan National Tourism Organization, Singapore (JNTO); The Japan Council of Local Authorities for International Relations, Singapore (J.CLAIR Singapore); Japan Science and Technology Agency, Singapore Office (JST); The Japanese Cultural Society, Singapore (JCS); MUFG Bank; Japanese Chamber of Commerce & Industry, Singapore (JCCI); NHK World-Japan",,"SJ50 Steering Committee (Embassy of Japan in Singapore); The Japanese Association, Singapore (JAS); Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; Japan National Tourism Organization, Singapore (JNTO); The Japan Council of Local Authorities for International Relations, Singapore (J.CLAIR Singapore); Japan Science and Technology Agency, Singapore Office (JST); The Japanese Cultural Society, Singapore (JCS)",,"MUFG Bank; Japanese Chamber of Commerce & Industry, Singapore (JCCI); NHK World-Japan",,River Nights Festival 2016
,SJ50 Matsuri & Friendship Parade,,2016-10-30,Evening,Orchard Road,,,,,Nihon Buyo,Parade,Awa Odori dancers from Tokushima and Koenji;  ;  ;  ;  ;  ;  ;  ;  ,,"SJ50 Steering Committee (Embassy of Japan in Singapore); The Japanese Association, Singapore (JAS); Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; Japan National Tourism Organization, Singapore (JNTO); The Japan Council of Local Authorities for International Relations, Singapore (J.CLAIR Singapore); Japan Science and Technology Agency, Singapore Office (JST); The Japanese Cultural Society, Singapore (JCS); MUFG Bank; Japanese Chamber of Commerce & Industry, Singapore (JCCI); NHK World-Japan",,"SJ50 Steering Committee (Embassy of Japan in Singapore); The Japanese Association, Singapore (JAS); Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; Japan National Tourism Organization, Singapore (JNTO); The Japan Council of Local Authorities for International Relations, Singapore (J.CLAIR Singapore); Japan Science and Technology Agency, Singapore Office (JST); The Japanese Cultural Society, Singapore (JCS)",,"MUFG Bank; Japanese Chamber of Commerce & Industry, Singapore (JCCI); NHK World-Japan",,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
,Blue Note Tokyo All-Star Jazz Orchestra,,2016-05-15,19:30,"Esplanade – Theatres on the Bay, Concert Hall","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Jazz,Concert,Blue Note Tokyo All-Star Jazz Orchestra; Toki Asako (JP Vocalist); Nathan Hartono (SG Vocalist);  ;  ;  ;  ;  ;  ,,"The Esplanade Co Ltd (TECL); Suntory Hall; Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation; Yamaha Music (Asia) Pte. Ltd.",,The Esplanade Co Ltd (TECL),,"Japanese Chamber of Commerce & Industry, Singapore (JCCI); LIXIL; Mitsubishi Corporation; Yamaha Music (Asia) Pte. Ltd.",,Esplanade Presents | Super Japan - Japanese Festival of Arts
,English Rakugo by Dr. Oshima Kimie,,2017-02-18,2:15PM,"The Japanese Association, Singapore (JAS), Auditorium","120 Adam Road, Singapore 289899",1.33073,103.816112,130,Rakugo,Theatre,Oshima Kimie;  ;  ;  ;  ;  ;  ;  ;  ,,"The Japanese Association, Singapore (JAS)",,"The Japanese Association, Singapore (JAS)",,,,The 50th Anniversary of Singapore-Japan Diplomatic Relations (SJ50)
,HIBIKI ? – TEN?KO?TEN ?? – ??TEN,,2017-04-17,19:30-21:30,"Esplanade – Theatres on the Bay, Recital Studio","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Traditional music,Concert,TENKO (Singapore); DENGAKUZA (Japan);  ;  ;  ;  ;  ;  ;  ,,HIBIKIYA; The Esplanade Co Ltd (TECL),,HIBIKIYA; The Esplanade Co Ltd (TECL),,,,
,Esplanade Presents Free Performances: Jazz in July - CALMERA,,2017-07-30,20:45-21:30,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Jazz,Concert,CALMERA;  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL),,The Esplanade Co Ltd (TECL),,,,
,Esplanade Presents Free Performances: Jazz in July - CALMERA,,2017-07-30,19:30-20:00,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Jazz,Concert,CALMERA;  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL),,The Esplanade Co Ltd (TECL),,,,Esplanade Presents | Jazz in July
,Sound of Tradition in Our Contemporary Times,,2017-08-31,19:00-20:00,Japan Creative Centre (JCC),"4 Nassim Road, Singapore 258372",1.307507,103.826821,,Traditional music,Talk,Kawamura Kizan; TENKO;  ;  ;  ;  ;  ;  ;  ,,Japan Creative Centre (JCC); Salon de Royal from Kyoto; Hibikiya,,Japan Creative Centre (JCC); Salon de Royal from Kyoto,,,,Esplanade Presents | Jazz in July
,NUS FASS AS8 Opening Celebration: JAPAN's SPIRIT -oto-shirube- by Za Ondekoza,,2017-09-15,17:35-18:45,"National University of Singapore (NUS), AS8 Foyer","10 Kent Ridge Crescent, Singapore 119260",1.2962,103.77232,,Traditional music,Outdoor,Za Ondekoza;  ;  ;  ;  ;  ;  ;  ;  ,,"Association for Exchange and Promotion of Japanese Culture; Department of Japanese Studies, National University of Singapore (NUS); Centre for Language Studies, National University of Singapore (NUS); Agency for Cultural Affairs, Government of Japan; Faculty of Arts and Social Sciences, National University of Singapore (NUS)",,"Association for Exchange and Promotion of Japanese Culture; Department of Japanese Studies, National University of Singapore (NUS); Centre for Language Studies, National University of Singapore (NUS)",,"Agency for Cultural Affairs, Government of Japan; Faculty of Arts and Social Sciences, National University of Singapore (NUS)",,
,47th Japanese Cultural Festival,,2017-09-16,12:00-17:00,"School of the Arts (SOTA), Concert Hall","1 Zubir Said Drive, Singapore 227968",1.299365,103.848687,,,Others,"Dynamic Drum Team Ondekoza, Takachiho Yokagura Performing Troupe;  ;  ;  ;  ;  ;  ;  ;  ",,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); Japanese Chamber of Commerce & Industry, Singapore (JCCI); JCCI Singapore Foundation",,"The Japanese Cultural Society, Singapore (JCS)",,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); Japanese Chamber of Commerce & Industry, Singapore (JCCI); JCCI Singapore Foundation",,
,Esplanade Presents | Free Performances: Crossing Borders - Minyo: Japanese Folk Song and Music,,2017-09-23,17:00-17:30,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Traditional music,Concert,HIBIKIYA (Singapore); Jun’nosuke Uehara;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL),,The Esplanade Co Ltd (TECL),,,,
,Esplanade Presents | Free Performances: Crossing Borders - Minyo: Japanese Folk Song and Music,,2017-09-23,19:00-19:30,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Traditional music,Concert,HIBIKIYA (Singapore); Jun’nosuke Uehara (Japan);  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL),,The Esplanade Co Ltd (TECL),,,,Esplanade Presents | Free Performances: Crossing Borders
,Esplanade Presents | Free Performances: Crossing Borders - Minyo: Japanese Folk Song and Music,,2017-09-23,18:00-18:30,"Esplanade – Theatres on the Bay, Concourse","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Traditional music,Concert,HIBIKIYA (Singapore); Jun’nosuke Uehara (Japan);  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL),,The Esplanade Co Ltd (TECL),,,,Esplanade Presents | Free Performances: Crossing Borders
,An evening of laughter - Kyogen in contemporary time,,2017-10-17,19:00-20:30,Japan Creative Centre (JCC),"4 Nassim Road, Singapore 258372",1.307507,103.826821,,Kyogen,Talk,Shigeyama Doji; Shimada Hiromi;  ;  ;  ;  ;  ;  ;  ,,"Japan Creative Centre (JCC); National University of Singapore (NUS); Japanese Chamber of Commerce & Industry, Singapore (JCCI)",,Japan Creative Centre (JCC); National University of Singapore (NUS),,,,Esplanade Presents | Free Performances: Crossing Borders
,NINAGAWA Macbeth,,2017-11-23,19:30-22:15,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Play,Theatre,Ninagawa Company;  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL); Saitama Arts Foundation; HoriPro Inc.; All Nippon Airways (ANA),,The Esplanade Co Ltd (TECL),,"Saitama Arts Foundation; HoriPro Inc.; All Nippon Airways (ANA); Mitsubishi Corporation; Japanese Chamber of Commerce & Industry, Singapore (JCCI);  ;  ;  ;  ",,
,NINAGAWA Macbeth,,2017-11-24,19:30-22:15,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Play,Theatre,Ninagawa Company;  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL); Saitama Arts Foundation; HoriPro Inc.; All Nippon Airways (ANA),,The Esplanade Co Ltd (TECL),,"Saitama Arts Foundation; HoriPro Inc.; All Nippon Airways (ANA); Mitsubishi Corporation; Japanese Chamber of Commerce & Industry, Singapore (JCCI);  ;  ;  ;  ",,
,NINAGAWA Macbeth,,2017-11-25,14:00-16:45,"Esplanade – Theatres on the Bay, Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Play,Theatre,Ninagawa Company;  ;  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL); Saitama Arts Foundation; HoriPro Inc.; All Nippon Airways (ANA),,The Esplanade Co Ltd (TECL),,"Saitama Arts Foundation; HoriPro Inc.; All Nippon Airways (ANA); Mitsubishi Corporation; Japanese Chamber of Commerce & Industry, Singapore (JCCI);  ;  ;  ;  ",,
,STORY TIME: Smile On Everyone’s Face!,,2017-11-26,11:30-12:30,"Serangoon Public Library, Programme Zone","23 Serangoon Central, #04-82/83, NEX, Singapore 556083",1.35031,103.87292,,Kamishibai,Theatre,Mr. Nomarin (Noma Shigeyuki);  ;  ;  ;  ;  ;  ;  ;  ,,"Embassy of Japan in Singapore; Japan Creative Centre (JCC); The Japanese Association, Singapore (JAS); National Library Board (NLB)",,,,,,
,A Double Bill: The Steve McQueens x WONK (JP),,2017-12-15,20:00-22:20,"Esplanade – Theatres on the Bay, Annexe Studio","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,Standing Room Only,Jazz; Soul,Concert,The Steve McQueens (Singapore); WONK (Japan);  ;  ;  ;  ;  ;  ;  ,,The Esplanade Co Ltd (TECL),,The Esplanade Co Ltd (TECL),,,,
,Kimono Canvas: A Visual Spectacle of Japan,,2017-03-12,19:00,JAPAN RAIL CAFE,"5 Wallich Street, #01-20, Guoco Tower, Singapore 78883",1.276581,103.846349,,Others,Talk,Hossan Leong;  ;  ;  ;  ;  ;  ;  ;  ,,"Japan National Tourism Organization, Singapore (JNTO)",,,,,,
,Shugo Tokumaru,,2017-11-13,20:30,"Esplanade – Theatres on the Bay, Annexe Studio","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Others,Concert,Tokumaru Shugo;  ;  ;  ;  ;  ;  ;  ;  ,????????; ????????,Esplanade – Theatres on the Bay,,,,,,Esplanade Presents | Mosaic Music Series
,Shakuhachi concert by Kawamura Kizan,,2017-09-02,14:00-16:00,"The Japanese Association, Singapore (JAS), Ballroom","120 Adam Road, Singapore 289899",1.33073,103.816112,,Traditional music,Concert,Kawamura Kizan;  ;  ;  ;  ;  ;  ;  ;  ,,Japan Creative Centre (JCC); Salon de Royal from Kyoto; Hibikiya;  ,,,,,,
,Music & Dance of Mythical Takachiho,,2017-09-16,17:00-18:30,"Isetan Scotts, Main Entrance","1 Scotts Road, Singapore 228208",1.30607,103.83177,,Kagura,Outdoor,Takachiho Yokagura troupe from Miyazaki prefecture;  ;  ;  ;  ;  ;  ;  ;  ,, ;  ,,,,,,Japanese Cultural Festival
,Music & Dance of Mythical Takachiho,,2017-09-17,12:00-13:00,"Our Tampines Hub (OTH), Central Plaza","1 Tampines Walk, Singapore 528523",1.35218,103.94059,,Kagura,Outdoor,Takachiho Yokagura troupe from Miyazaki prefecture;  ;  ;  ;  ;  ;  ;  ;  ,, ;  ,,,,,,
,Qu,,2017-07-16,19:30,"Esplanade – Theatres on the Bay, Outdoor Theatre","1 Esplanade Drive, Singapore 38981",1.290205,103.855567,,Rock,Concert,Qu;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade – Theatres on the Bay;  ,,,,Ebenex,,Esplanade Presents | Baybeats
,Sanctuary,,2017-11-01,20:00- ,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Rd,  , Marine Parade Community Building, Singapore 449282",1.304972,103.909668, ,Play,Theatre,HANCHU-YUEI; The Necessary Stage; Audrey Luo; Ellison Tan Yuyang; Fumi Kumakawa; Mikie Tanaka; Kan Fukuhara; Sachiro Nomoto; Yazid Jalil, ;  ;  ,The Necessary Stage; Theater Collective HANCHU-YUEI,, ;  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,,Esplanade Presents | Mosaic Music Weekend
,Sanctuary,,2017-11-02,20:00- ,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Rd,  , Marine Parade Community Building, Singapore 449282",1.304972,103.909668, ,Play,Theatre,HANCHU-YUEI; The Necessary Stage; Audrey Luo; Ellison Tan Yuyang; Fumi Kumakawa; Mikie Tanaka; Kan Fukuhara; Sachiro Nomoto; Yazid Jalil, ;  ;  ,The Necessary Stage; Theater Collective HANCHU-YUEI,, ;  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, 
,Sanctuary,,2017-11-03,20:00- ,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Rd,  , Marine Parade Community Building, Singapore 449282",1.304972,103.909668, ,Play,Theatre,HANCHU-YUEI; The Necessary Stage; Audrey Luo; Ellison Tan Yuyang; Fumi Kumakawa; Mikie Tanaka; Kan Fukuhara; Sachiro Nomoto; Yazid Jalil, ;  ;  ,The Necessary Stage; Theater Collective HANCHU-YUEI,, ;  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, 
,Sanctuary,,2017-11-04,20:00- ,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Rd,  , Marine Parade Community Building, Singapore 449282",1.304972,103.909668, ,Play,Theatre,HANCHU-YUEI; The Necessary Stage; Audrey Luo; Ellison Tan Yuyang; Fumi Kumakawa; Mikie Tanaka; Kan Fukuhara; Sachiro Nomoto; Yazid Jalil, ;  ;  ,The Necessary Stage; Theater Collective HANCHU-YUEI,, ;  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, 
,Sanctuary,,2017-11-08,20:00- ,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Rd,  , Marine Parade Community Building, Singapore 449282",1.304972,103.909668, ,Play,Theatre,HANCHU-YUEI; The Necessary Stage; Audrey Luo; Ellison Tan Yuyang; Fumi Kumakawa; Mikie Tanaka; Kan Fukuhara; Sachiro Nomoto; Yazid Jalil, ;  ;  ,The Necessary Stage; Theater Collective HANCHU-YUEI,, ;  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, 
,Sanctuary,,2017-11-09,20:00- ,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Rd,  , Marine Parade Community Building, Singapore 449282",1.304972,103.909668, ,Play,Theatre,HANCHU-YUEI; The Necessary Stage; Audrey Luo; Ellison Tan Yuyang; Fumi Kumakawa; Mikie Tanaka; Kan Fukuhara; Sachiro Nomoto; Yazid Jalil, ;  ;  ,The Necessary Stage; Theater Collective HANCHU-YUEI,, ;  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, 
,Sanctuary,,2017-11-10,20:00- ,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Rd,  , Marine Parade Community Building, Singapore 449282",1.304972,103.909668, ,Play,Theatre,HANCHU-YUEI; The Necessary Stage; Audrey Luo; Ellison Tan Yuyang; Fumi Kumakawa; Mikie Tanaka; Kan Fukuhara; Sachiro Nomoto; Yazid Jalil, ;  ;  ,The Necessary Stage; Theater Collective HANCHU-YUEI,, ;  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, 
,Sanctuary,,2017-11-11,20:00- ,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Rd,  , Marine Parade Community Building, Singapore 449282",1.304972,103.909668, ,Play,Theatre,HANCHU-YUEI; The Necessary Stage; Audrey Luo; Ellison Tan Yuyang; Fumi Kumakawa; Mikie Tanaka; Kan Fukuhara; Sachiro Nomoto; Yazid Jalil, ;  ;  ,The Necessary Stage; Theater Collective HANCHU-YUEI,, ;  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, 
,Sanctuary,,2017-11-04,15:00- ,"The Necessary Stage, The Necessary Stage Black Box","278 Marine Parade Rd,  , Marine Parade Community Building, Singapore 449282",1.304972,103.909668, ,Play,Theatre,HANCHU-YUEI; The Necessary Stage; Audrey Luo; Ellison Tan Yuyang; Fumi Kumakawa; Mikie Tanaka; Kan Fukuhara; Sachiro Nomoto; Yazid Jalil, ;  ;  ,The Necessary Stage; Theater Collective HANCHU-YUEI,, ;  ;  ;  ,, ;  ;  ;  ;  ;  ;  ;  ;  ;  ,, 
